RM,LSTAT,PTRATIO,MEDV
6.212,3.74,16.6,579600.0
6.395,3.74,16.6,622200.0
6.127,3.74,16.6,579600.0
6.112,3.74,16.6,527400.0
6.398,3.74,16.6,586800.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
6.345,3.74,16.6,594900.0
7.041,3.74,16.6,711000.0
6.871,3.74,16.6,670200.0
6.59,3.74,16.6,646800.0
6.495,3.74,16.6,636000.0
6.982,3.74,16.6,676500.0
7.236,3.74,16.6,702000.0
6.616,3.74,16.6,682200.0
7.42,3.74,16.6,817200.0
6.849,3.74,16.6,670200.0
6.635,3.74,16.6,646800.0
6.939,3.74,16.6,683400.0
6.49,3.74,16.6,710400.0
6.579,3.74,16.6,690600.0
5.884,3.74,16.6,537600.0
6.728,3.74,16.6,583200.0
5.663,3.74,16.6,504300.0
5.936,3.74,16.6,488400.0
6.212,3.74,16.6,579600.0
6.395,3.74,16.6,622200.0
6.127,3.74,16.6,579600.0
6.112,3.74,16.6,527400.0
6.398,3.74,16.6,586800.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
6.345,3.74,16.6,594900.0
7.041,3.74,16.6,711000.0
6.871,3.74,16.6,670200.0
6.59,3.74,16.6,646800.0
6.495,3.74,16.6,636000.0
6.982,3.74,16.6,676500.0
7.236,3.74,16.6,702000.0
6.616,3.74,16.6,682200.0
7.42,3.74,16.6,817200.0
6.849,3.74,16.6,670200.0
6.635,3.74,16.6,646800.0
6.939,3.74,16.6,683400.0
6.49,3.74,16.6,710400.0
6.579,3.74,16.6,690600.0
5.884,3.74,16.6,537600.0
6.728,3.74,16.6,583200.0
5.663,3.74,16.6,504300.0
5.936,3.74,16.6,488400.0
6.212,3.74,16.6,579600.0
6.395,3.74,16.6,622200.0
6.127,3.74,16.6,579600.0
6.112,3.74,16.6,527400.0
6.398,3.74,16.6,586800.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
6.345,3.74,16.6,594900.0
7.041,3.74,16.6,711000.0
6.871,3.74,16.6,670200.0
6.59,3.74,16.6,646800.0
6.495,3.74,16.6,636000.0
6.982,3.74,16.6,676500.0
7.236,3.74,16.6,702000.0
6.616,3.74,16.6,682200.0
7.42,3.74,16.6,817200.0
6.849,3.74,16.6,670200.0
6.635,3.74,16.6,646800.0
6.939,3.74,16.6,683400.0
6.49,3.74,16.6,710400.0
6.579,3.74,16.6,690600.0
5.884,3.74,16.6,537600.0
6.728,3.74,16.6,583200.0
5.663,3.74,16.6,504300.0
5.936,3.74,16.6,488400.0
6.212,3.74,16.6,579600.0
6.395,3.74,16.6,622200.0
6.127,3.74,16.6,579600.0
6.112,3.74,16.6,527400.0
6.398,3.74,16.6,586800.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
6.345,3.74,16.6,594900.0
7.041,3.74,16.6,711000.0
6.871,3.74,16.6,670200.0
6.59,3.74,16.6,646800.0
6.495,3.74,16.6,636000.0
6.982,3.74,16.6,676500.0
7.236,3.74,16.6,702000.0
6.616,3.74,16.6,682200.0
7.42,3.74,16.6,817200.0
6.849,3.74,16.6,670200.0
6.635,3.74,16.6,646800.0
6.939,3.74,16.6,683400.0
6.49,3.74,16.6,710400.0
6.579,3.74,16.6,690600.0
5.884,3.74,16.6,537600.0
6.728,3.74,16.6,583200.0
5.663,3.74,16.6,504300.0
5.936,3.74,16.6,488400.0
6.212,3.74,16.6,579600.0
6.395,3.74,16.6,622200.0
6.127,3.74,16.6,579600.0
6.112,3.74,16.6,527400.0
6.398,3.74,16.6,586800.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
6.345,3.74,16.6,594900.0
7.041,3.74,16.6,711000.0
6.871,3.74,16.6,670200.0
6.59,3.74,16.6,646800.0
6.495,3.74,16.6,636000.0
6.982,3.74,16.6,676500.0
7.236,3.74,16.6,702000.0
6.616,3.74,16.6,682200.0
7.42,3.74,16.6,817200.0
6.849,3.74,16.6,670200.0
6.635,3.74,16.6,646800.0
6.939,3.74,16.6,683400.0
6.49,3.74,16.6,710400.0
6.579,3.74,16.6,690600.0
5.884,3.74,16.6,537600.0
6.728,3.74,16.6,583200.0
5.663,3.74,16.6,504300.0
5.936,3.74,16.6,488400.0
6.212,3.74,16.6,579600.0
6.395,3.74,16.6,622200.0
6.127,3.74,16.6,579600.0
6.112,3.74,16.6,527400.0
6.398,3.74,16.6,586800.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
6.345,3.74,16.6,594900.0
7.041,3.74,16.6,711000.0
6.871,3.74,16.6,670200.0
6.59,3.74,16.6,646800.0
6.495,3.74,16.6,636000.0
6.982,3.74,16.6,676500.0
7.236,3.74,16.6,702000.0
6.616,3.74,16.6,682200.0
7.42,3.74,16.6,817200.0
6.849,3.74,16.6,670200.0
6.635,3.74,16.6,646800.0
6.939,3.74,16.6,683400.0
6.49,3.74,16.6,710400.0
6.579,3.74,16.6,690600.0
5.884,3.74,16.6,537600.0
6.728,3.74,16.6,583200.0
5.663,3.74,16.6,504300.0
5.936,3.74,16.6,488400.0
6.212,3.74,16.6,579600.0
6.395,3.74,16.6,622200.0
6.127,3.74,16.6,579600.0
6.112,3.74,16.6,527400.0
6.398,3.74,16.6,586800.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
6.345,3.74,16.6,594900.0
7.041,3.74,16.6,711000.0
6.871,3.74,16.6,670200.0
6.59,3.74,16.6,646800.0
6.495,3.74,16.6,636000.0
6.982,3.74,16.6,676500.0
7.236,3.74,16.6,702000.0
6.616,3.74,16.6,682200.0
7.42,3.74,16.6,817200.0
6.849,3.74,16.6,670200.0
6.635,3.74,16.6,646800.0
6.939,3.74,16.6,683400.0
6.49,3.74,16.6,710400.0
6.579,3.74,16.6,690600.0
5.884,3.74,16.6,537600.0
6.728,3.74,16.6,583200.0
5.663,3.74,16.6,504300.0
5.936,3.74,16.6,488400.0
6.212,3.74,16.6,579600.0
6.395,3.74,16.6,622200.0
6.127,3.74,16.6,579600.0
6.112,3.74,16.6,527400.0
6.398,3.74,16.6,586800.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
6.345,3.74,16.6,594900.0
7.041,3.74,16.6,711000.0
6.871,3.74,16.6,670200.0
6.59,3.74,16.6,646800.0
6.495,3.74,16.6,636000.0
6.982,3.74,16.6,676500.0
7.236,3.74,16.6,702000.0
6.616,3.74,16.6,682200.0
7.42,3.74,16.6,817200.0
6.849,3.74,16.6,670200.0
6.635,3.74,16.6,646800.0
6.939,3.74,16.6,683400.0
6.49,3.74,16.6,710400.0
6.579,3.74,16.6,690600.0
5.884,3.74,16.6,537600.0
6.728,3.74,16.6,583200.0
5.663,3.74,16.6,504300.0
5.936,3.74,16.6,488400.0
6.212,3.74,16.6,579600.0
6.395,3.74,16.6,622200.0
6.127,3.74,16.6,579600.0
6.112,3.74,16.6,527400.0
6.398,3.74,16.6,586800.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
6.345,3.74,16.6,594900.0
7.041,3.74,16.6,711000.0
6.871,3.74,16.6,670200.0
6.59,3.74,16.6,646800.0
6.495,3.74,16.6,636000.0
6.982,3.74,16.6,676500.0
7.236,3.74,16.6,702000.0
6.616,3.74,16.6,682200.0
7.42,3.74,16.6,817200.0
6.849,3.74,16.6,670200.0
6.635,3.74,16.6,646800.0
6.939,3.74,16.6,683400.0
6.49,3.74,16.6,710400.0
6.579,3.74,16.6,690600.0
5.884,3.74,16.6,537600.0
6.728,3.74,16.6,583200.0
5.663,3.74,16.6,504300.0
5.936,3.74,16.6,488400.0
6.212,3.74,16.6,579600.0
6.395,3.74,16.6,622200.0
6.127,3.74,16.6,579600.0
6.112,3.74,16.6,527400.0
6.398,3.74,16.6,586800.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
6.345,3.74,16.6,594900.0
7.041,3.74,16.6,711000.0
6.871,3.74,16.6,670200.0
6.59,3.74,16.6,646800.0
6.495,3.74,16.6,636000.0
6.982,3.74,16.6,676500.0
7.236,3.74,16.6,702000.0
6.616,3.74,16.6,682200.0
7.42,3.74,16.6,817200.0
6.849,3.74,16.6,670200.0
6.635,3.74,16.6,646800.0
6.939,3.74,16.6,683400.0
6.49,3.74,16.6,710400.0
6.579,3.74,16.6,690600.0
5.884,3.74,16.6,537600.0
6.728,3.74,16.6,583200.0
5.663,3.74,16.6,504300.0
5.936,3.74,16.6,488400.0
6.212,3.74,16.6,579600.0
6.395,3.74,16.6,622200.0
6.127,3.74,16.6,579600.0
6.112,3.74,16.6,527400.0
6.398,3.74,16.6,586800.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
6.345,3.74,16.6,594900.0
7.041,3.74,16.6,711000.0
6.871,3.74,16.6,670200.0
6.59,3.74,16.6,646800.0
6.495,3.74,16.6,636000.0
6.982,3.74,16.6,676500.0
7.236,3.74,16.6,702000.0
6.616,3.74,16.6,682200.0
7.42,3.74,16.6,817200.0
6.849,3.74,16.6,670200.0
6.635,3.74,16.6,646800.0
6.939,3.74,16.6,683400.0
6.49,3.74,16.6,710400.0
6.579,3.74,16.6,690600.0
5.884,3.74,16.6,537600.0
6.728,3.74,16.6,583200.0
5.663,3.74,16.6,504300.0
5.936,3.74,16.6,488400.0
6.212,3.74,16.6,579600.0
6.395,3.74,16.6,622200.0
6.127,3.74,16.6,579600.0
6.112,3.74,16.6,527400.0
6.398,3.74,16.6,586800.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
6.345,3.74,16.6,594900.0
7.041,3.74,16.6,711000.0
6.871,3.74,16.6,670200.0
6.59,3.74,16.6,646800.0
6.495,3.74,16.6,636000.0
6.982,3.74,16.6,676500.0
7.236,3.74,16.6,702000.0
6.616,3.74,16.6,682200.0
7.42,3.74,16.6,817200.0
6.849,3.74,16.6,670200.0
6.635,3.74,16.6,646800.0
6.939,3.74,16.6,683400.0
6.49,3.74,16.6,710400.0
6.579,3.74,16.6,690600.0
5.884,3.74,16.6,537600.0
6.728,3.74,16.6,583200.0
5.663,3.74,16.6,504300.0
5.936,3.74,16.6,488400.0
6.212,3.74,16.6,579600.0
6.395,3.74,16.6,622200.0
6.127,3.74,16.6,579600.0
6.112,3.74,16.6,527400.0
6.398,3.74,16.6,586800.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
6.575,4.98,15.3,504000.0
6.421,9.14,17.8,453600.0
7.185,4.03,17.8,728700.0
6.998,2.94,18.7,701400.0
7.147,5.33,18.7,760200.0
6.43,5.21,18.7,602700.0
6.012,12.43,15.2,480900.0
6.172,19.15,15.2,569100.0
5.631,29.93,15.2,346500.0
6.004,17.1,15.2,396900.0
6.377,20.45,15.2,315000.0
6.009,13.27,15.2,396900.0
5.889,15.71,15.2,455700.0
5.949,8.26,21.0,428400.0
6.096,10.26,21.0,382200.0
5.834,8.47,21.0,417900.0
5.935,6.58,21.0,485100.0
5.99,14.67,21.0,367500.0
5.456,11.69,21.0,424200.0
5.727,11.28,21.0,382200.0
5.57,21.02,21.0,285600.0
5.965,13.83,21.0,411600.0
6.142,18.72,21.0,319200.0
5.813,19.88,21.0,304500.0
5.924,16.3,21.0,327600.0
5.599,16.51,21.0,291900.0
5.813,14.81,21.0,348600.0
6.047,17.28,21.0,310800.0
6.495,12.8,21.0,386400.0
6.674,11.98,21.0,441000.0
5.713,22.6,21.0,266700.0
6.072,13.04,21.0,304500.0
5.95,27.71,21.0,277200.0
5.701,18.35,21.0,275100.0
6.096,20.34,21.0,283500.0
5.933,9.68,19.2,396900.0
5.841,11.41,19.2,420000.0
5.85,8.77,19.2,441000.0
5.966,10.13,19.2,518700.0
6.595,4.32,18.3,646800.0
7.42,3.74,16.6,817200.0
6.849,3.74,16.6,670200.0
6.635,3.74,16.6,646800.0
6.939,3.74,16.6,683400.0
6.49,3.74,16.6,710400.0
6.579,3.74,16.6,690600.0
5.884,3.74,16.6,537600.0
6.728,3.74,16.6,583200.0
5.663,3.74,16.6,504300.0
5.936,3.74,16.6,488400.0
6.212,3.74,16.6,579600.0
6.395,3.74,16.6,622200.0
6.127,3.74,16.6,579600.0
6.112,3.74,16.6,527400.0
6.398,3.74,16.6,586800.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
5.891,10.87,18.6,474600.0
6.326,10.97,18.6,512400.0
5.783,18.06,18.6,472500.0
6.064,14.66,18.6,512400.0
5.344,23.09,18.6,420000.0
5.96,17.27,18.6,455700.0
5.404,23.98,18.6,405300.0
5.807,16.03,18.6,470400.0
6.375,9.38,18.6,590100.0
5.412,29.55,18.6,497700.0
6.182,9.47,18.6,525000.0
5.888,13.51,16.4,489300.0
6.642,9.69,16.4,602700.0
5.951,17.92,16.4,451500.0
6.373,10.5,16.4,483000.0
6.951,9.71,17.4,560700.0
6.164,21.46,17.4,455700.0
6.879,9.93,17.4,577500.0
6.618,7.6,17.4,632100.0
8.266,4.14,17.4,940800.0
8.04,3.13,17.4,789600.0
7.163,6.36,17.4,663600.0
7.686,3.92,17.4,980700.0
6.574, 4.97, 15.3, 503987.2
6.424, 9.15, 17.8, 453567.1
7.185, 4.02, 17.8, 728650.3
6.997, 2.95, 18.7, 701403.8
7.147, 5.32, 18.7, 760227.9
6.430, 5.22, 18.7, 602694.1
6.010, 12.44, 15.2, 480872.4
6.171, 19.14, 15.2, 569052.6
5.632, 29.92, 15.2, 346493.7
6.004, 17.11, 15.2, 396896.5
6.377, 20.46, 15.2, 314999.8
6.010, 13.26, 15.2, 396909.7
5.888, 15.70, 15.2, 455711.3
5.949, 8.25, 21.0, 428401.3
6.097, 10.25, 21.0, 382195.2
5.834, 8.46, 21.0, 417900.1
5.934, 6.57, 21.0, 485097.5
5.990, 14.68, 21.0, 367498.3
5.456, 11.70, 21.0, 424198.9
5.726, 11.27, 21.0, 382208.7
5.570, 21.01, 21.0, 285599.5
5.966, 13.82, 21.0, 411603.8
6.142, 18.71, 21.0, 319203.3
5.813, 19.87, 21.0, 304495.6
5.924, 16.29, 21.0, 327603.2
5.599, 16.52, 21.0, 291897.1
5.812, 14.80, 21.0, 348599.7
6.048, 17.27, 21.0, 310801.9
6.494, 12.81, 21.0, 386402.2
6.674, 11.97, 21.0, 441000.3
5.712, 22.59, 21.0, 266697.3
6.072, 13.03, 21.0, 304498.7
5.950, 27.70, 21.0, 277204.1
5.701, 18.34, 21.0, 275101.7
6.097, 20.33, 21.0, 283500.1
6.250, 3.73, 16.6, 547208.3
5.363, 3.73, 16.6, 524999.9
5.802, 3.73, 16.6, 481800.7
5.744, 3.73, 16.6, 498599.8
6.127, 3.73, 16.6, 565196.8
6.010, 3.73, 16.6, 514496.9
6.677, 3.73, 16.6, 588598.7
6.549, 3.73, 16.6, 558594.2
5.791, 3.73, 16.6, 481802.0
6.344, 3.73, 16.6, 594903.8
7.040, 3.73, 16.6, 711000.5
6.872, 3.73, 16.6, 670197.3
6.590, 3.73, 16.6, 646802.0
6.495, 3.73, 16.6, 635998.6
6.982, 3.73, 16.6, 676501.1
5.889, 13.50, 16.4, 489297.6
6.641, 9.70, 16.4, 602698.6
5.950, 17.91, 16.4, 451495.7
6.372, 10.49, 16.4, 483000.9
6.950, 9.72, 17.4, 560697.9
6.163, 21.45, 17.4, 455698.7
6.880, 9.92, 17.4, 577501.5
6.618, 7.59, 17.4, 632098.7
8.267, 4.13, 17.4, 940802.9
8.039, 3.12, 17.4, 789601.4
7.163, 6.35, 17.4, 663598.9
7.687, 3.92, 17.4, 980701.7
6.575,4.98,15.3,504000.0
6.421,9.14,17.8,453600.0
7.185,4.03,17.8,728700.0
6.998,2.94,18.7,701400.0
7.147,5.33,18.7,760200.0
6.43,5.21,18.7,602700.0
6.012,12.43,15.2,480900.0
6.172,19.15,15.2,569100.0
5.631,29.93,15.2,346500.0
6.004,17.1,15.2,396900.0
6.377,20.45,15.2,315000.0
6.009,13.27,15.2,396900.0
5.889,15.71,15.2,455700.0
5.949,8.26,21.0,428400.0
6.096,10.26,21.0,382200.0
5.834,8.47,21.0,417900.0
5.935,6.58,21.0,485100.0
5.99,14.67,21.0,367500.0
5.456,11.69,21.0,424200.0
5.727,11.28,21.0,382200.0
5.57,21.02,21.0,285600.0
5.965,13.83,21.0,411600.0
6.142,18.72,21.0,319200.0
5.813,19.88,21.0,304500.0
5.924,16.3,21.0,327600.0
5.599,16.51,21.0,291900.0
5.813,14.81,21.0,348600.0
6.047,17.28,21.0,310800.0
6.495,12.8,21.0,386400.0
6.674,11.98,21.0,441000.0
5.713,22.6,21.0,266700.0
6.072,13.04,21.0,304500.0
5.95,27.71,21.0,277200.0
5.701,18.35,21.0,275100.0
6.096,20.34,21.0,283500.0
6.251,3.74,16.6,547200.0
5.362,3.74,16.6,525000.0
5.803,3.74,16.6,481800.0
5.743,3.74,16.6,498600.0
6.127,3.74,16.6,565200.0
6.009,3.74,16.6,514500.0
6.678,3.74,16.6,588600.0
6.549,3.74,16.6,558600.0
5.79,3.74,16.6,481800.0
6.345,3.74,16.6,594900.0
7.041,3.74,16.6,711000.0
6.871,3.74,16.6,670200.0
6.59,3.74,16.6,646800.0
6.495,3.74,16.6,636000.0
6.982,3.74,16.6,676500.0
5.888,13.51,16.4,489300.0
6.642,9.69,16.4,602700.0
5.951,17.92,16.4,451500.0
6.373,10.5,16.4,483000.0
6.951,9.71,17.4,560700.0
6.164,21.46,17.4,455700.0
6.879,9.93,17.4,577500.0
6.618,7.6,17.4,632100.0
8.266,4.14,17.4,940800.0
8.04,3.13,17.4,789600.0
7.163,6.36,17.4,663600.0
7.686,3.92,17.4,980700.0
6.933,5.18,19.2,764400.0
6.672,7.73,19.2,691200.0
6.115,11.12,19.2,544500.0
6.511,14.65,19.2,466200.0
6.728,8.28,19.2,640500.0
6.602,10.26,19.2,588600.0
5.936,8.47,19.2,490500.0
6.524,6.58,19.2,598500.0
6.348,14.67,19.2,483000.0
6.143,11.69,19.2,540300.0
6.346,11.28,19.2,535500.0
6.379,21.02,19.2,413700.0
6.218,13.83,19.2,506100.0
6.096,18.72,19.2,434700.0
6.12,19.88,19.2,422100.0
5.604,16.3,19.2,457800.0
5.938,16.51,19.2,429300.0
6.485,14.81,19.2,522900.0
5.774,17.28,19.2,394800.0
5.708,12.8,19.2,441000.0
5.518,11.98,19.2,388500.0
5.978,22.6,19.2,369600.0
6.093,13.04,19.2,438900.0
5.935,27.71,19.2,375900.0
5.681,18.35,19.2,349800.0
5.87,20.34,19.2,321300.0
6.368,19.77,19.2,437400.0
6.715,21.45,19.2,529200.0
5.989,16.6,16.4,497700.0
5.59,16.6,16.4,442800.0
6.019,16.6,16.4,503100.0
5.569,16.6,16.4,431400.0
6.027,16.6,16.4,491400.0
6.594,16.6,16.4,556500.0
6.019,16.6,16.4,488100.0
6.937,16.6,16.4,582300.0
7.107,16.6,16.4,662700.0
6.487,16.6,16.4,530100.0
6.438,16.6,16.6,562800.0
6.957,16.6,16.6,667800.0
6.373,16.6,16.6,567600.0
6.999,16.6,16.6,650400.0
6.038,16.6,16.6,523800.0
5.458,16.6,16.6,407400.0
6.598,16.6,16.6,551100.0
6.266,16.6,16.6,501900.0
6.794,16.6,16.6,609000.0
6.03,16.6,16.6,507600.0
5.735,16.6,16.6,435600.0
6.227,16.6,16.6,477300.0
6.734,16.6,16.6,566400.0
5.595,16.6,16.6,394800.0
6.208,16.6,16.6,500700.0
6.642,16.6,16.6,554700.0
6.757,16.6,16.6,601500.0
5.942,16.6,16.6,456300.0
6.54,16.6,16.6,550800.0
6.858,16.6,16.6,631800.0
6.425,16.6,16.6,565500.0
6.104,16.6,16.6,487500.0
6.427,16.6,16.6,559200.0
6.42,16.6,16.6,579300.0
6.251,16.6,16.6,529200.0
6.671,16.6,16.6,606300.0
6.677,16.6,16.6,619800.0
6.581,16.6,16.6,597600.0
6.204,16.6,16.6,520200.0
6.375,16.6,16.6,558900.0
6.041,16.6,16.6,496500.0
5.708,16.6,16.6,400500.0
6.015,16.6,16.6,520800.0
6.121,16.6,16.6,521700.0
5.693,16.6,16.6,447900.0
5.855,16.6,16.6,445200.0
6.059,16.6,16.6,504300.0
5.985,16.6,16.6,492900.0
6.114,16.6,16.6,525000.0
5.905,16.6,16.6,464400.0
6.774,16.6,16.6,634800.0
5.961,16.6,16.6,454800.0
6.112,16.6,16.6,501600.0
6.395,16.6,16.6,551400.0
6.127,16.6,16.6,503100.0
6.112,16.6,16.6,502200.0
6.114,16.6,16.6,505800.0
6.22,16.6,16.6,534600.0
5.727,16.6,16.6,439200.0
6.152,16.6,16.6,533400.0
6.289,16.6,16.6,529800.0
